" Product"," Status"," Volume Pricing"," Architecture"," Memory Type"," Program Memory KBytes"," Program Memory KWords"," Self-write"," EEPROM Data Memory"," RAM"," I/O Pins"," Pin count"," Max. CPU Speed MHz"," CPU Speed MIPS"," Internal Oscillator"," # of A/D Ch."," Cap Touch Channels"," Digital Communication"," Timers"," Temperature Range"," Operation Voltage Range"," Packages"
"  dsPIC30F3010"," In Production "," $3.02"," 16"," Flash"," 24"," 8"," Yes"," 1024"," 1024"," 20"," 28"," 120"," 30"," 7.37 MHz, 512 kHz "," 6","  "," 1 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 28/SOIC 300mil 28/SPDIP 44/QFN"
"  dsPIC30F3011"," In Production "," $3.32"," 16"," Flash"," 24"," 8"," Yes"," 1024"," 1024"," 30"," 40"," 120"," 30"," 7.37 MHz, 512 kHz "," 9","  "," 2 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 40/PDIP 44/QFN 44/TQFP"
"  dsPIC30F3012"," In Production "," $2.68"," 16"," Flash"," 24"," 8"," Yes"," 1024"," 2048"," 12"," 18"," 120"," 30"," 7.37 MHz, 512 kHz "," 8","  "," 1 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   3 - 16-bit    1 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 18/PDIP 18/SOIC 300mil 44/QFN"
"  dsPIC30F3013"," In Production "," $2.77"," 16"," Flash"," 24"," 8"," Yes"," 1024"," 2048"," 20"," 28"," 120"," 30"," 7.37 MHz, 512 kHz "," 10","  "," 2 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   3 - 16-bit    1 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 28/SOIC 300mil 28/SPDIP 44/QFN"
"  dsPIC30F3014"," In Production "," $3.24"," 16"," Flash"," 24"," 8"," Yes"," 1024"," 2048"," 30"," 40"," 120"," 30"," 7.37 MHz, 512 kHz "," 13","  "," 2 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   3 - 16-bit    1 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 40/PDIP 44/QFN 44/TQFP"
"  dsPIC30F4011"," In Production "," $4.02"," 16"," Flash"," 48"," 16"," Yes"," 1024"," 2048"," 30"," 40"," 120"," 30"," 7.37 MHz, 512 kHz "," 9","  "," 2 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 40/PDIP 44/QFN 44/TQFP"
"  dsPIC30F4012"," In Production "," $3.71"," 16"," Flash"," 48"," 16"," Yes"," 1024"," 2048"," 20"," 28"," 120"," 30"," 7.37 MHz, 512 kHz "," 6","  "," 1 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 28/SOIC 300mil 28/SPDIP 44/QFN"
"  dsPIC30F4013"," In Production "," $3.91"," 16"," Flash"," 48"," 16"," Yes"," 1024"," 2048"," 30"," 40"," 120"," 30"," 7.37 MHz, 512 kHz "," 13","  "," 2 -UART    0 -A/E/USART    1 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 40/PDIP 44/QFN 44/TQFP"
"  dsPIC30F5011"," In Production "," $4.96"," 16"," Flash"," 66"," 22"," Yes"," 1024"," 4096"," 52"," 64"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 64/TQFP"
"  dsPIC30F5013"," In Production "," $5.47"," 16"," Flash"," 66"," 22"," Yes"," 1024"," 4096"," 68"," 80"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 80/TQFP"
"  dsPIC30F5015"," In Production "," $5.08"," 16"," Flash"," 66"," 22"," Yes"," 1024"," 2048"," 52"," 64"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 1 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 64/TQFP"
"  dsPIC30F5016"," In Production "," $5.59"," 16"," Flash"," 66"," 22"," Yes"," 1024"," 2048"," 68"," 80"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 1 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 80/TQFP"
"  dsPIC30F6010A"," In Production "," $7.01"," 16"," Flash"," 144"," 48"," Yes"," 4096"," 8192"," 68"," 80"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 80/TQFP"
"  dsPIC30F6011A"," In Production "," $6.89"," 16"," Flash"," 132"," 44"," Yes"," 2048"," 6144"," 52"," 64"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 64/TQFP"
"  dsPIC30F6012A"," In Production "," $6.96"," 16"," Flash"," 144"," 48"," Yes"," 4096"," 8192"," 52"," 64"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 64/TQFP"
"  dsPIC30F6013A"," In Production "," $7.14"," 16"," Flash"," 132"," 44"," Yes"," 2048"," 6144"," 68"," 80"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C    0 -MSSP(SPI/I2C)   "," 5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 80/TQFP"
"  dsPIC30F6014A"," In Production "," $7.25"," 16"," Flash"," 144"," 48"," Yes"," 4096"," 8192"," 68"," 80"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 80/TQFP"
"  dsPIC30F6015"," In Production "," $7.18"," 16"," Flash"," 144"," 48"," Yes"," 4096"," 8192"," 52"," 64"," 120"," 30"," 7.37 MHz, 512 kHz "," 16","  "," 2 -UART    0 -A/E/USART    2 -SPI    1 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 2.5V - 5.5V"," 64/TQFP"
"  dsPIC33EP128GP502"," In Production "," $2.84"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP128GP503"," Future Product "," Call for pricing"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," Please call for package information"
"  dsPIC33EP128GP504"," In Production "," $3.01"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP128GP506"," In Production "," $3.15"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP128MC202"," In Production "," $2.63"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP128MC203"," Future Product "," Call for pricing"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," Please call for package information"
"  dsPIC33EP128MC204"," In Production "," $2.80"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP128MC206"," In Production "," $2.94"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP128MC502"," In Production "," $2.84"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 21","  "," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 85"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP128MC503"," Future Product "," Call for pricing"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," Please call for package information"
"  dsPIC33EP128MC504"," In Production "," $3.01"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP128MC506"," In Production "," $3.15"," 16"," Flash"," 128"," 42"," Yes"," 0"," 16384"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP256GP502"," In Production "," $3.32"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP256GP503"," Future Product "," Call for pricing"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," Please call for package information"
"  dsPIC33EP256GP504"," In Production "," $3.49"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP256GP506"," In Production "," $3.63"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP256MC202"," In Production "," $3.11"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP256MC203"," Future Product "," Call for pricing"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," Please call for package information"
"  dsPIC33EP256MC204"," In Production "," $3.28"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP256MC206"," In Production "," $3.42"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP256MC502"," In Production "," $3.32"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP256MC503"," Future Product "," Call for pricing"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," Please call for package information"
"  dsPIC33EP256MC504"," In Production "," $3.49"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP256MC506"," In Production "," $3.63"," 16"," Flash"," 256"," 84"," Yes"," 0"," 32768"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP256MU806"," In Production "," $5.22"," 16"," Flash"," 256"," 128"," Yes"," 0"," 28672"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 24","  "," 4 -UART    4 -SPI    2 -I2C   "," 0 - 8-bit   9 - 16-bit    4 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP256MU810"," In Production "," $5.70"," 16"," Flash"," 256"," 128"," Yes"," 0"," 28672"," 83"," 100"," 70"," 70"," 7.37 MHz, 32 kHz "," 32","  "," 4 -UART    0 -A/E/USART    4 -SPI    2 -I2C   "," 0 - 8-bit   9 - 16-bit    4 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 100/TQFP 121/XBGA"
"  dsPIC33EP256MU814"," In Production "," $6.31"," 16"," Flash"," 256"," 128"," Yes"," 0"," 28672"," 122"," 144"," 70"," 70"," 7.37 MHz, 32 kHz "," 32","  "," 4 -UART    4 -SPI    2 -I2C   "," 0 - 8-bit   9 - 16-bit    4 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 144/LQFP 144/TQFP"
"  dsPIC33EP32GP502"," In Production "," $2.07"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP32GP503"," In Production "," $2.24"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 8"," 8"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 36/VTLA"
"  dsPIC33EP32GP504"," In Production "," $2.24"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP32MC202"," In Production "," $1.86"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP32MC203"," In Production "," $2.03"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 8"," 8"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 36/VTLA"
"  dsPIC33EP32MC204"," In Production "," $2.03"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP32MC502"," In Production "," $2.07"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP32MC503"," In Production "," $2.24"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 8"," 8"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 36/VTLA"
"  dsPIC33EP32MC504"," In Production "," $2.24"," 16"," Flash"," 32"," 10"," Yes"," 0"," 4096"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP512GP806"," In Production "," $5.60"," 16"," Flash"," 512"," 256"," Yes"," 0"," 53248"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 24","  "," 4 -UART    4 -SPI    2 -I2C   "," 9 - 16-bit    4 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP512MC806"," In Production "," $5.60"," 16"," Flash"," 512"," 256"," Yes"," 0"," 53248"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 24","  "," 4 -UART    4 -SPI    2 -I2C   "," 9 - 16-bit    4 - 32-bit  "," -45 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP512MU810"," In Production "," $6.37"," 16"," Flash"," 512"," 256"," Yes"," 0"," 53248"," 83"," 100"," 70"," 70"," 7.37 MHz, 32 kHz "," 32","  "," 4 -UART    4 -SPI    2 -I2C   "," 0 - 8-bit   9 - 16-bit    4 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 100/TQFP 121/XBGA"
"  dsPIC33EP512MU814"," In Production "," $6.99"," 16"," Flash"," 512"," 256"," Yes"," 0"," 53248"," 122"," 144"," 70"," 70"," 7.37 MHz, 32 kHz "," 32","  "," 4 -UART    4 -SPI    2 -I2C   "," 0 - 8-bit   9 - 16-bit    4 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 144/LQFP 144/TQFP"
"  dsPIC33EP64GP502"," In Production "," $2.63"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP64GP503"," In Production "," $2.80"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 8"," 8"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 36/VTLA"
"  dsPIC33EP64GP504"," In Production "," $2.80"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP64GP506"," In Production "," $2.94"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP64MC202"," In Production "," $2.42"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP64MC203"," In Production "," $2.59"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 8"," 8"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 36/VTLA"
"  dsPIC33EP64MC204"," In Production "," $2.59"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP64MC206"," In Production "," $2.73"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33EP64MC502"," In Production "," $2.63"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 21"," 28"," 70"," 70"," 7.37 MHz, 32 kHz "," 6"," 6"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"  dsPIC33EP64MC503"," In Production "," $2.80"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 25"," 36"," 70"," 70"," 7.37 MHz, 32 kHz "," 8"," 8"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 36/VTLA"
"  dsPIC33EP64MC504"," In Production "," $2.80"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 35"," 44"," 70"," 70"," 7.37 MHz, 32 kHz "," 9"," 9"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 44/QFN 44/TQFP 44/VLAP"
"  dsPIC33EP64MC506"," In Production "," $2.94"," 16"," Flash"," 64"," 21"," Yes"," 0"," 8192"," 53"," 64"," 70"," 70"," 7.37 MHz, 32 kHz "," 16"," 16"," 2 -UART    2 -SPI    2 -I2C   "," 0 - 8-bit   5 - 16-bit    2 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 64/QFN 64/TQFP"
"  dsPIC33FJ06GS001"," In Production "," $1.61"," 16"," Flash"," 6"," 2"," Yes"," 0"," 256"," 13"," 18"," 120"," 40"," 7.37 MHz, 32 kHz "," 6","  "," 1 -UART    1 -SPI    1 -I2C   "," 0 - 8-bit   2 - 16-bit    0 - 32-bit  "," -40 to 125"," 3V - 3.6V"," 18/PDIP 18/SOIC 300mil 20/SSOP 208mil"
